Close,Volume
503.57000732421875,2775100
495.4200134277344,2992400
509.6499938964844,3411500
508.0299987792969,3605700
502.5400085449219,1859100
496.8299865722656,2769200
494.8999938964844,2011100
497.7099914550781,1679700
493.1099853515625,2388700
485.0299987792969,2021300
482.8699951171875,2100300
483.7200012207031,2426800
481.0400085449219,2302300
485.3900146484375,2089500
486.67999267578125,2728600
478.0799865722656,2978700
482.79998779296875,2851600
481.3500061035156,1954900
486.4200134277344,1588100
504.8299865722656,2969900
500.9200134277344,2640300
494.67999267578125,2856900
504.4800109863281,3536600
526.4199829101562,4125300
532.5,3470200
529.8699951171875,3098800
503.3699951171875,4612400
499.510009765625,2259000
499.6099853515625,1961700
499.5,1874900
504.44000244140625,2002100
512.1500244140625,2287200
518.72998046875,3320000
525.2999877929688,2415700
513.6799926757812,2324200
515.9299926757812,1450200
516.2000122070312,2006900
516.260009765625,2119300
536.489990234375,3307000
538.219970703125,2629100
552.9600219726562,2964100
547.9299926757812,3588700
547.0499877929688,2762900
549.9299926757812,6690600
474.6300048828125,17344900
465.69000244140625,11395500
461.5299987792969,5807000
455.2300109863281,7514500
441.30999755859375,6511100
437.3900146484375,6479500
447.1700134277344,8220000
446.739990234375,3781200
447.94000244140625,1685000
450.1600036621094,2131200
446.4800109863281,2947200
445.79998779296875,3473200
444.67999267578125,2285100
441.0,2504700
430.57000732421875,5617000
431.17999267578125,3994400
422.6300048828125,4181400
419.5799865722656,3508800
405.9200134277344,5564300
408.5,4558800
412.7099914550781,3577100
417.2799987792969,4345800
426.92999267578125,4185600
429.989990234375,4012700
436.3599853515625,3833300
437.32000732421875,3391600
437.2799987792969,2716700
435.3800048828125,2631800
438.6000061035156,5086300
442.8399963378906,5376400
441.67999267578125,2997600
446.0,3290100
437.45001220703125,4684300
438.6000061035156,3348700
440.2300109863281,2647700
437.6300048828125,2937800
435.3999938964844,2568100
433.07000732421875,2693500
451.1000061035156,3946700
458.82000732421875,3257000
462.760009765625,3308500
459.2200012207031,2794400
460.1600036621094,2623000
464.1099853515625,2973800
456.989990234375,2965500
454.69000244140625,2337600
444.32000732421875,3376000
444.4200134277344,2807900
443.4100036621094,2612700
441.5,1947600
437.19000244140625,2340200
438.55999755859375,3936900
440.7200012207031,2607700
446.0299987792969,2942200
451.239990234375,2406200
444.7799987792969,2732100
449.3999938964844,3039500
435.0799865722656,4001600
433.6600036621094,3145200
438.6000061035156,5515900
377.8399963378906,14386600
394.739990234375,6134800
399.3399963378906,4258500
391.3699951171875,4297300
