Close,Volume
233.91136169433594,46431500
235.384521484375,36254500
234.76739501953125,38846600
229.69100952148438,52287000
229.50189208984375,31109500
230.3380126953125,38802300
232.3187713623047,36087100
232.5875244140625,35417200
229.03407287597656,47070900
224.8634796142578,64370100
221.8773956298828,65276700
220.98153686523438,44944500
222.4148712158203,28111300
221.68826293945312,54561100
226.4261932373047,42137700
226.15716552734375,38328800
223.4368133544922,42005600
223.4368133544922,40398300
224.3236541748047,48566200
227.41270446777344,44923900
224.2041015625,47923700
227.2134246826172,44633700
227.4724884033203,36211800
228.18994140625,35169600
227.71165466308594,42108300
229.05686950683594,38168300
232.04624938964844,90152800
234.22850036621094,45986200
234.0989532470703,33498400
236.490478515625,28481400
238.7424774169922,48137100
241.79165649414062,38861000
242.15037536621094,44383900
242.18028259277344,40033900
241.98098754882812,36870600
245.8771514892578,44649200
246.8935546875,36914800
245.6180877685547,45205800
247.0828857421875,32777500
247.25228881835938,33155300
250.15196228027344,51694800
252.58334350585938,51356400
247.1725616455078,56774100
248.90638732910156,60882300
253.5897674560547,147495300
254.3670196533203,40858800
257.2866516113281,23234700
258.1037292480469,27237100
254.6858673095703,42355300
251.307861328125,35557500
249.5341796875,39480700
242.98741149902344,55740700
242.4991455078125,40244100
244.1333465576172,45045600
241.35321044921875,40856000
241.8414764404297,37628900
236.01219177246094,61710900
233.5708465576172,49630700
232.45480346679688,39435300
237.028564453125,39832000
227.4525604248047,71759100
229.16647338867188,68488300
221.85243225097656,98070400
223.03823852539062,64126500
222.8688507080078,60234800
221.991943359375,54697900
229.04690551757812,94863400
237.41717529296875,75707600
238.51329040527344,45486100
236.7495574951172,55658300
235.16519165039062,100959800
227.20343017578125,73063300
231.9765167236328,45067300
231.64767456054688,39620300
232.39501953125,29925300
226.82481384277344,39707200
227.0941162109375,33115600
232.05198669433594,53718400
236.29161071777344,45243300
240.9402313232422,53614100
244.00274658203125,40896200
243.87306213378906,48822500
244.27207946777344,32204200
245.22975158691406,32316900
244.95042419433594,53197400
246.49664306640625,51326400
246.43678283691406,48013300
239.77310180664062,44433600
236.72056579589844,41153600
241.24948120117188,56833400
237.4487762451172,47184000
235.35391235351562,53798100
235.1643829345703,47227600
234.75538635253906,45170400
238.4862518310547,46273600
226.92454528808594,72071200
220.30075073242188,76137400
216.45018005371094,62547500
209.16799926757812,61368300
212.9687042236328,60107600
213.4774627685547,48073400
