Close,Volume
41.70000076293945,4170300
40.689998626708984,2845500
40.41999816894531,2611900
43.099998474121094,2606200
41.040000915527344,3206200
41.310001373291016,3317900
43.09000015258789,1357600
44.119998931884766,1367400
42.560001373291016,1200500
43.560001373291016,1389700
42.08000183105469,1155600
42.709999084472656,1172600
44.25,656800
44.59000015258789,864400
44.790000915527344,587700
45.380001068115234,874700
45.59000015258789,745100
45.939998626708984,883700
45.790000915527344,613200
46.720001220703125,1177800
46.56999969482422,1536500
46.459999084472656,2146100
46.970001220703125,1240700
49.4900016784668,2043000
48.209999084472656,1725400
48.04999923706055,1207300
49.400001525878906,1751400
49.68000030517578,731700
49.38999938964844,723800
48.810001373291016,914100
49.97999954223633,767900
48.68000030517578,720500
47.790000915527344,634200
47.40999984741211,561900
47.4900016784668,730100
48.58000183105469,575800
46.880001068115234,1031000
46.880001068115234,858600
45.9900016784668,1761200
46.06999969482422,1009000
45.959999084472656,1045100
47.84000015258789,1348900
47.68000030517578,1023300
46.5099983215332,1025800
48.369998931884766,1277200
47.38999938964844,930600
47.81999969482422,833100
49.790000915527344,1424200
48.290000915527344,2025500
51.040000915527344,2079600
51.08000183105469,1275100
53.150001525878906,2067300
52.4900016784668,1804200
53.279998779296875,1249200
53.22999954223633,957400
52.900001525878906,1339800
53.790000915527344,1497100
54.95000076293945,831000
56.90999984741211,1245000
59.16999816894531,1794600
59.369998931884766,1576100
61.02000045776367,914200
59.88999938964844,1894200
59.630001068115234,1080900
57.20000076293945,3746000
54.540000915527344,6328300
53.91999816894531,2359000
52.900001525878906,3458700
53.33000183105469,3314100
51.15999984741211,2598200
51.040000915527344,1406300
49.29999923706055,3374200
48.970001220703125,2034400
48.68000030517578,1571400
49.83000183105469,1673400
47.61000061035156,2052700
47.84000015258789,1629300
47.38999938964844,1394400
49.599998474121094,2943100
54.83000183105469,9410000
57.58000183105469,6439700
56.84000015258789,2850300
57.810001373291016,2238400
57.16999816894531,3496300
57.13999938964844,2123300
57.95000076293945,1314100
58.38999938964844,1704200
57.77000045776367,1108100
58.709999084472656,937400
58.709999084472656,1676400
59.779998779296875,1829700
57.52000045776367,1961300
57.86000061035156,1568500
56.029998779296875,1165600
55.65999984741211,2055100
56.279998779296875,2228700
56.93000030517578,1332700
55.90999984741211,872400
56.25,1475900
55.849998474121094,846400
56.45000076293945,1156400
56.33000183105469,1544700
57.439998626708984,1526300
57.130001068115234,999400
58.90999984741211,1695600
60.970001220703125,2550000
60.310001373291016,1819200
60.189998626708984,1010000
59.38999938964844,2136700
58.79999923706055,1347800
57.31999969482422,840200
56.959999084472656,874000
57.119998931884766,978700
56.709999084472656,875900
57.31999969482422,545100
57.939998626708984,989400
60.27000045776367,2403400
60.720001220703125,1477400
60.31999969482422,788100
59.9900016784668,923300
60.61000061035156,837200
59.5,654700
60.45000076293945,866800
60.560001373291016,630100
56.779998779296875,1898800
57.34000015258789,1305502
