Close,Volume
54.558284759521484,2046300
53.666160583496094,1114200
54.062660217285156,2137700
53.93379592895508,1446800
53.73554611206055,1616800
53.57694625854492,1604700
53.606689453125,2068500
53.14080047607422,2512900
52.437015533447266,1638000
51.7530517578125,1961900
53.13088607788086,1739500
53.20027160644531,1514700
54.4393310546875,1958800
53.220096588134766,2526800
55.57926940917969,2849300
52.704647064208984,2593000
52.0405158996582,2274100
50.593292236328125,2982700
49.69125747680664,3511100
51.20786666870117,3337400
51.19795608520508,2717100
51.7530517578125,1383700
51.4061164855957,849900
51.95130157470703,2853400
51.743141174316406,1921200
50.75189208984375,2064600
50.23644256591797,2295700
49.94898223876953,1524200
51.01953125,1763900
51.14838790893555,1153200
51.09882736206055,1601500
51.24751663208008,1392800
50.851016998291016,1336700
51.66383743286133,1560000
52.228851318359375,1204400
54.816009521484375,4561100
52.58570098876953,2411800
52.31806182861328,1926500
52.52622604370117,1118000
52.17928695678711,1219600
51.346641540527344,1552600
51.81252670288086,1376400
51.069091796875,1915200
52.615440368652344,2931800
54.20143508911133,4376900
53.69589614868164,2308200
53.497650146484375,545300
53.63642501831055,725100
53.13088607788086,1366300
52.76412582397461,2182000
52.714561462402344,1196700
52.744300842285156,2106000
52.704647064208984,1647600
48.581058502197266,23441400
47.68893814086914,9127400
47.252784729003906,3195200
46.430049896240234,3575300
46.53908920288086,2698600
47.27260971069336,3595200
48.42245864868164,3439200
48.34315872192383,3631800
48.908172607421875,4331600
48.79913330078125,2430000
48.8189582824707,1505700
48.80904769897461,3181000
49.90932846069336,3592800
50.662681579589844,4918600
52.1396369934082,3467800
52.17928695678711,5553000
53.9536247253418,4768400
52.555965423583984,4563100
51.971126556396484,2966400
53.97344970703125,4018400
53.16062545776367,1788000
53.52738571166992,3392200
54.47898483276367,4292100
56.0055046081543,4765000
54.84574890136719,4269900
56.967018127441406,3350100
57.2743034362793,5410400
60.99148178100586,9022200
63.88592529296875,8847800
62.71625518798828,4947500
64.62935638427734,7830100
66.12614440917969,6712400
61.100521087646484,9964600
61.82413101196289,3388900
63.38039016723633,4780900
62.71625518798828,2783200
61.07078170776367,3025700
60.5454216003418,3124000
62.84511947631836,4619800
66.95880126953125,7491600
68.34654235839844,5461900
67.62293243408203,4737600
64.8771743774414,9445700
66.41361236572266,6675400
65.74947357177734,5461700
65.73956298828125,5112100
67.45442199707031,6490800
69.17919158935547,7001200
68.8818130493164,7386800
68.9809341430664,6520800
65.5611343383789,4220300
65.14481353759766,3549300
64.77804565429688,2027300
64.26260375976562,2700000
64.38154602050781,2640800
65.90807342529297,5266700
64.48067474365234,2945300
63.28126525878906,4865500
64.0147933959961,2258000
63.459686279296875,1278900
63.69758987426758,4297900
59.38566207885742,13776400
54.78627014160156,13330500
53.51747512817383,10180900
55.757694244384766,15323900
55.569358825683594,7521100
56.89762878417969,8147900
58.53318786621094,5242300
58.27546310424805,2092900
57.29412841796875,3216600
57.49237823486328,1344800
57.512203216552734,1864800
59.573997497558594,3008500
60.892356872558594,4387000
60.713932037353516,1722700
61.43754577636719,1832300
61.23929214477539,814400
60.386817932128906,983600
60.525596618652344,2025900
60.82297134399414,2441800
63.39030456542969,4218400
63.08301544189453,805100
64.32207489013672,2598300
61.94308090209961,2573800
63.82645034790039,2274600
62.726165771484375,1995800
65.64043426513672,3880800
65.03577423095703,2367700
67.28590393066406,5539100
65.58096313476562,3261600
64.89700317382812,1563600
65.98999786376953,1141600
66.4000015258789,1572300
66.19000244140625,3232500
65.37000274658203,2720800
65.76000213623047,1432200
65.27999877929688,1457600
63.849998474121094,1740200
64.25,1714800
62.779998779296875,2661600
64.19999694824219,2481000
64.26000213623047,1707400
65.7300033569336,1641300
65.76000213623047,1275500
66.0199966430664,1565700
66.12999725341797,1801300
65.7300033569336,2593900
65.66999816894531,1219500
65.6500015258789,2475600
64.80999755859375,1802600
64.87999725341797,3176800
65.12000274658203,1158100
64.62000274658203,1921100
64.0,1635600
64.48999786376953,2178600
65.76000213623047,3600400
65.05999755859375,2252200
65.19999694824219,1456900
65.01000213623047,1194100
64.5,1617900
64.5,646900
63.790000915527344,1412300
63.56999969482422,846900
63.83000183105469,1296800
63.97999954223633,706200
63.470001220703125,1411200
63.189998626708984,1449400
63.119998931884766,1114600
63.65999984741211,1035900
66.0,2796600
66.26000213623047,2985700
66.2699966430664,1187300
66.02999877929688,3021000
66.63999938964844,2252000
67.69000244140625,2299800
70.3499984741211,3042500
70.4000015258789,1418000
70.18000030517578,1007100
70.0999984741211,1125800
70.12999725341797,1466000
69.44000244140625,1356900
70.06999969482422,1470500
67.91000366210938,1763700
70.20999908447266,1803400
71.51000213623047,1676600
73.27999877929688,2997900
71.94999694824219,1333900
71.68000030517578,1413000
71.16000366210938,2576000
71.7699966430664,1845500
77.08000183105469,4511200
74.79000091552734,2245100
75.61000061035156,900200
75.0199966430664,1376800
75.48999786376953,1122400
75.72000122070312,1878700
76.45999908447266,1090600
77.87999725341797,1420600
78.1500015258789,1794900
78.30000305175781,1317700
76.12999725341797,1674900
76.9000015258789,1663200
77.58999633789062,2052700
77.27999877929688,3006000
77.08000183105469,1441700
76.19999694824219,1713800
77.66999816894531,1456300
79.4000015258789,1698100
81.16000366210938,2352100
80.61000061035156,1458300
82.06999969482422,2174100
82.30000305175781,961600
82.88999938964844,1262200
83.83999633789062,1753700
85.04000091552734,1727000
82.6500015258789,1869000
82.36000061035156,1229700
82.75,1552900
81.52999877929688,1176400
82.70999908447266,1941000
83.30999755859375,1307200
83.38999938964844,969700
84.9800033569336,1215200
85.1500015258789,1784700
85.7699966430664,2481200
86.56999969482422,1877600
86.51000213623047,1250000
87.33000183105469,1175200
86.12999725341797,1031600
86.83000183105469,1210000
85.36000061035156,2044700
79.95999908447266,5225200
81.62999725341797,2237600
80.25,1853200
80.26000213623047,1698000
79.68000030517578,1596000
80.20999908447266,2522800
